stock_code,sample_path,feature_set,feature,action,reason,rows,non_null_count,missing_count,missing_rate,max_missing
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_range_pct_ret3,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_range_pct_ret5,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_range_pct_ret20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_range_pct_ret60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_range_pct_ma20_gap,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_range_pct_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_range_pct_z60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_volume_shock20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_volume_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_amount_shock20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b01_amount_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_open,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_high,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_low,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_volume,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_amount,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_range_pct,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close_ret1,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close_ret3,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close_ret5,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close_ret20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close_ret60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close_ma20_gap,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close_z60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_close_vol20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_range_pct_ret1,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_range_pct_ret3,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_range_pct_ret5,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_range_pct_ret20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_range_pct_ret60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_range_pct_ma20_gap,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_range_pct_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_range_pct_z60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_volume_shock20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_volume_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_amount_shock20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b02_amount_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_open,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_high,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_low,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_volume,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_amount,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_range_pct,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close_ret1,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close_ret3,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close_ret5,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close_ret20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close_ret60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close_ma20_gap,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close_z60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_close_vol20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_range_pct_ret1,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_range_pct_ret3,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_range_pct_ret5,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_range_pct_ret20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_range_pct_ret60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_range_pct_ma20_gap,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_range_pct_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_range_pct_z60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_volume_shock20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_volume_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_amount_shock20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b03_amount_z20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_open,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_high,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_low,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_close,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_volume,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_amount,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_range_pct,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_close_ret1,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_close_ret3,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_close_ret5,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_close_ret20,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_close_ret60,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_close_ma20_gap,kept,ok,1552,1552,0,0.0,0.7
603308,saved_data/603308_pipeline_out/04_external/aero_nuclear_equipment/training_samples_with_aero_nuclear_equipment_external.csv,ABC_full,ane_board_b04_close_z20,kept,ok,1552,1552,0,0.0,0.7
